userID,recommended_itemIDs
8345,914  1247  3082  1035  2021  3717  920  3638  2657  1307
8357,608  1358  1215  1291  908  2324  3210  2302  1090  3702
8361,2706  1721  1777  104  1552  1917  1805  2302  1500  141
8363,1214  3793  1200  2288  592  1240  3004  2723  1876  2193
8369,260  1387  1196  3471  1198  2502  344  2640  1894  1035
8379,1527  924  920  2916  2100  733  2115  3087  1356  1193
8381,3175  1291  3354  3300  2355  1556  368  3256  3785  1242
8385,2762  858  913  2140  2641  1711  546  2161  2105  2950
8389,2997  318  1193  260  750  3147  920  1219  1304  2001
8397,2762  1172  2950  1617  1214  2686  1625  1882  1485  1240
8401,2005  2161  592  595  3418  2413  1968  1291  1297  2794
8405,608  223  2804  1090  235  1387  1917  1302  2064  1208
8411,1387  588  595  2826  3702  2761  2950  1407  246  2302
8417,3005  2688  2694  3176  3593  2763  2881  377  750  2605
8419,2628  3793  2105  2288  1690  3697  2455  1909  2968  2617
8437,1214  442  2528  1200  849  2355  2369  1358  2700  1407
8439,2723  904  2369  923  908  903  2826  1732  3408  3809
8443,919  953  1207  1287  912  923  788  3363  2455  1035
8449,2959  3424  2617  2329  1208  1079  2600  1206  2248  2973
8451,2987  2064  246  1748  2150  588  3424  2054  2396  2248
8457,1918  2002  2001  1921  968  1544  1982  1961  318  1645
8461,2085  2080  1022  2078  316  223  596  1278  1556  2124
8463,2858  2692  551  2580  2502  2064  3481  2324  1617  1222
8471,2716  2599  2683  260  2987  1690  1271  2797  1965  3052
8473,2858  2706  2001  1089  2002  595  1266  2986  231  1240
8479,2872  2470  3361  104  2105  2054  2021  316  736  1275
8489,2916  2664  1214  1215  3527  1219  3702  968  2478  3471
8491,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8501,1968  457  3361  1285  2144  1222  1801  3471  1246  2598
8503,353  165  1717  3175  104  592  344  1690  1748  198
8507,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8509,3095  3481  1653  1732  1711  2028  2243  1945  1917  1276
8523,858  111  968  1222  1276  1953  1304  1198  2433  509
8533,2700  1376  1261  2716  2686  3624  316  2153  2792  904
8541,2657  903  1214  904  953  457  1387  1079  923  1219
8543,2021  316  1196  736  1396  1356  2336  1544  800  3526
8545,788  1125  1136  3160  509  3448  2791  2064  1198  2997
8553,1617  2716  260  223  589  919  1732  2791  1089  2987
8557,1079  2288  2023  104  1982  1994  2193  1270  1258  968
8565,3809  3481  3147  1200  1372  1732  3624  539  2391  586
8577,592  1394  3793  1275  1805  1625  1214  2353  2872  1748
8583,2762  2700  1608  329  2393  3408  1376  1356  1674  2021
8597,1197  2355  316  3450  1584  2302  2011  141  1297  198
8603,2858  920  2712  2396  2501  919  3785  953  1690  2723
8607,1584  2761  2763  1079  2115  2153  2407  3255  2641  3418
8609,920  1676  1784  858  590  919  2288  2763  1805  2881
8617,2028  1213  2826  1370  1261  2881  1608  2329  316  165
8621,260  1196  2054  1035  150  2908  2950  2643  1748  1222
8629,2791  2916  2706  2005  1894  3253  1396  2161  1909  2004
8631,3147  3285  185  3809  2355  2353  3593  1278  3175  919
8633,589  1580  3147  2948  780  588  750  953  1247  3101
8635,1387  3471  1219  2640  3702  457  968  1676  2387  1957
8647,858  111  1213  1242  1276  920  2968  923  1304  968
8657,2762  2628  1721  1270  3418  253  1653  788  1876  223
8661,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8673,260  1200  1214  1394  3793  3471  3785  2288  2826  1304
8677,2997  2723  648  2002  1918  2160  1500  165  3897  586
8681,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8687,2997  2858  2700  1206  912  608  1387  223  750  1089
8691,2599  2324  2431  1358  912  2908  778  3897  2797  2672
8695,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8699,2628  3095  1909  1917  150  3751  543  1945  2011  1276
8703,1676  260  3793  2628  588  1387  551  595  1215  968
8705,2028  592  198  555  2712  2617  2793  1242  2005  2100
8709,1270  589  1653  3527  2011  1240  2716  2336  1090  2915
8719,2858  2355  2723  1258  1635  913  2455  2384  2289  736
8721,593  260  919  592  1247  904  1291  2369  908  1219
8723,608  593  589  2699  1517  1222  1921  1242  1090  1240
8727,1196  1917  3785  1921  2723  1214  1278  2617  3623  185
8731,1244  2021  3638  2424  1968  923  788  3175  3639  2791
8735,858  1079  3527  1214  1732  457  1356  2763  3363  1242
8747,1198  260  648  1291  1222  2115  457  592  3697  3450
8749,1198  1393  2004  3386  1291  3210  3101  1717  165  2915
8751,589  2710  260  1784  2054  737  898  551  1884  2716
8755,2706  1213  2329  1517  1089  357  904  1222  2428  1500
8759,3147  1958  3408  3526  1035  2115  2064  1876  337  2694
8771,2858  1206  3175  1198  1193  1374  1387  924  2791  608
8779,780  2355  165  2424  2023  1370  3256  2002  1912  1608
8785,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
8787,2858  1732  1805  2407  2723  2150  592  3527  1544  379
8801,1196  318  2023  922  2011  1079  1917  913  1584  367
8813,2858  593  1721  2683  2959  223  2324  1760  2804  2700
8823,733  2683  3147  1552  1370  2124  165  410  2841  2706
8825,2622  2396  1968  1197  1682  3785  3176  1214  3450  733
8835,1617  919  2291  3897  2335  951  457  2459  1584  800
8851,1252  3386  1617  922  1304  1953  2140  3363  1244  3435
8855,2028  1214  1278  592  2718  2122  2723  788  1760  457
8857,1247  954  1207  1271  904  1215  1021  3361  1784  1059
8863,912  913  3793  1680  587  1674  1242  546  1645  1777
8865,1196  1206  3527  1258  3752  1960  2144  3361  3543  1994
8871,541  1136  150  736  2683  2968  1080  3108  2804  3471
8873,2762  1387  1198  3147  1393  1682  539  3809  2490  2248
8879,2858  3753  2064  1278  3897  3147  1247  1037  1552  2126
8883,1028  2863  1035  357  2946  919  595  3793  910  849
8887,2959  2706  2987  434  1921  1278  2193  1381  2329  2336
8889,3793  1374  2966  1376  288  2723  2363  1356  3044  1375
8891,2028  223  968  1242  2657  1917  2355  2723  913  104
8899,1129  1104  2528  111  316  2288  555  2490  1371  1200
8903,608  3793  551  2890  2916  2396  661  223  1129  592
8907,589  2916  1645  2011  1200  1748  1394  780  1240  457
8915,3751  1148  260  2005  2699  1079  1223  1617  3450  235
8919,231  1784  780  1645  344  1909  1779  2115  2968  3439
8935,1617  318  919  3147  1358  2005  908  2064  1882  593
8945,3175  2762  1270  1097  3702  1242  3704  1208  2011  1231
8955,2858  2291  2289  589  1198  1584  2683  3108  1732  1527
8959,1196  260  858  608  1206  223  1208  1258  1198  1304
8961,2858  1270  2617  736  653  3147  3745  1608  2763  923
8963,608  1617  919  1219  1302  2302  434  2986  1271  2011
8969,1500  2599  1580  3809  3481  1396  1275  1544  3361  235
8985,930  2186  3435  903  898  908  904  912  3793  922
8989,593  1219  2081  318  2763  2640  1258  1760  590  673
8993,2599  2699  3147  1222  2502  185  1206  1090  3210  1513
8995,2396  2762  2716  2997  3175  3176  1094  2890  2908  1266
8997,2997  912  2706  3361  2986  2324  2890  546  3070  913
9001,541  1198  3471  1291  1527  260  2527  737  1608  1037
9003,2021  1358  953  1674  1193  920  235  1035  2067  2329
9007,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9015,858  541  2804  288  1089  2968  3175  1079  1304  2064
9019,260  1617  1196  1198  920  551  2028  2791  1387  750
9023,1287  2001  3104  2002  434  1370  2881  1476  368  2109
9027,2858  318  1213  2710  1193  2329  1198  2826  316  1396
9029,1197  2302  2622  2193  3702  3624  1248  466  1952  3238
9033,318  1584  3253  1196  2115  1784  2716  509  1777  3418
9039,1214  3793  3418  457  111  1252  3408  2005  922  3160
9041,2858  780  1617  1307  1387  1088  2908  1235  3257  2826
9043,858  3408  111  2692  923  3809  1252  1276  1242  3897
9045,1198  592  2105  1653  2150  377  1242  3033  3897  590
9063,920  2353  95  3408  3527  2067  3052  3146  2243  1379
9065,608  2706  3408  1079  1393  3418  2694  2428  920  1608
9067,733  1090  3082  1208  1722  1222  1408  3623  357  2642
9079,2997  2908  3809  1517  2011  3160  2986  2054  1562  1676
9081,780  1196  2115  2948  442  466  1580  2949  3147  2002
9101,1266  150  2502  2100  1358  904  1393  1591  3052  2761
9119,608  2762  1196  2916  1393  1247  923  3471  912  1234
9123,357  593  2396  1196  1193  1584  586  910  955  1393
9125,2858  1968  2144  2572  912  1246  3210  1663  1732  1635
9129,3481  2692  2580  3897  3911  2058  165  95  1513  3704
9131,1097  661  2105  1270  3623  551  3363  3527  2692  1240
9135,2599  590  2908  2248  1358  1387  2723  2997  1968  111
9139,1732  3147  3809  231  2688  3053  1653  2792  1779  1148
9143,2424  1028  3255  539  1732  2302  2335  587  2087  1270
9145,1097  3108  1302  1172  1711  2797  1307  2641  2302  1246
9163,592  457  2005  2353  1513  2763  2105  648  3363  1682
9169,223  2064  1090  1617  2105  2692  1732  1060  920  1645
9173,955  457  3256  1372  2353  1608  2248  926  951  1378
9179,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9187,912  913  2528  1304  2248  1247  1339  3107  587  920
9207,1307  1060  357  1717  3360  3809  3868  3361  588  543
9211,1876  3255  2336  1513  1653  1258  2890  2763  3354  1527
9213,593  2599  923  3471  1215  1408  1207  2153  1248  1912
9215,800  3386  2527  778  1126  923  1760  924  3044  1307
9217,1080  1198  2997  1580  1240  1584  1136  1711  1296  1513
9223,3751  3897  3911  1148  1722  2455  1911  968  427  3385
9235,2997  1097  1653  3471  2288  2384  2908  1513  1544  1663
9237,2858  1959  1617  912  2369  593  3543  1372  1882  3160
9239,2858  541  2908  2572  1644  509  555  2997  1635  1094
9241,858  1214  590  1304  1784  1387  1200  1276  1556  2455
9263,1197  2194  648  111  733  457  592  3785  1917  3210
9279,1148  457  1252  1223  353  903  1721  3753  1208  3751
9283,2710  1291  1198  1136  1094  3238  3717  1527  1678  2908
9291,3753  3147  318  1784  3033  1876  3793  1690  3623  2248
9297,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9311,2762  858  1197  924  1214  2804  541  1252  1304  3785
9315,2710  2628  923  608  318  2355  648  1584  1645  1258
9317,1307  920  457  2890  2797  2126  3257  3052  1556  2424
9333,1198  1089  1291  778  377  555  1374  1921  2890  2580
9337,919  1266  1089  1222  1028  2100  595  3527  1148  3785
9347,260  1240  3471  2688  1196  2694  1732  367  1544  3481
9361,2858  593  912  1617  223  435  1219  920  919  3107
9369,592  1247  1952  1965  1358  2115  2502  3504  1304  1079
9375,2396  2762  1394  953  1207  2355  2109  904  1035  3471
9391,3108  1407  1625  543  3536  588  2288  2410  586  2161
9393,3793  1653  2572  3534  1911  3717  509  2968  3238  1912
9397,589  3785  1876  1831  1240  2694  2023  1258  367  485
9401,318  1527  1208  2692  2126  968  3361  2115  1405  923
9407,260  1387  161  1234  3082  3471  1196  2950  316  543
9411,2858  1196  2064  2572  1374  1373  111  1089  2694  2124
9413,1247  2109  377  231  1952  3210  1556  509  1104  2826
9415,2858  2599  1304  3897  3911  1690  912  1079  1270  2248
9417,1198  1291  260  1148  3253  3070  1240  1396  2826  172
9421,260  2028  1198  2194  196  1242  3256  1690  111  1196
9427,1256  905  1278  2968  2863  1077  1760  2300  1304  288
9429,2028  1079  1617  1206  1089  1242  1982  1219  788  1208
9435,3751  595  2081  588  1035  914  2005  1907  2761  1097
9439,3175  2716  2908  2717  750  1682  913  2248  2997  2100
9441,2858  2706  2580  1060  223  2572  1912  1805  3471  318
9443,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9445,920  153  3471  2384  2968  788  3255  3163  2890  196
9449,260  2700  353  1580  953  1584  588  3448  551  1396
9453,2763  2996  673  2712  3070  608  830  2028  1544  2804
9459,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9463,589  1196  2710  592  1200  2804  457  2194  3527  1215
9473,1270  1090  3702  2369  2950  736  673  1247  1961  3499
9477,2804  377  1291  150  2501  1748  1625  2643  1373  1231
9483,593  1089  1258  778  2580  1213  3033  3408  3499  903
9491,2028  3753  150  1198  3178  318  2336  3408  1148  594
9493,593  858  780  1385  733  736  357  1625  3623  673
9495,919  223  2710  260  3418  1784  587  592  3253  910
9503,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9511,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9515,3148  3897  3363  3753  2100  265  2791  778  3176  919
9519,2997  1302  2986  3361  1373  750  1777  2581  1690  1862
9543,1198  919  1207  1296  2324  1291  858  1148  1094  2720
9547,260  858  1094  1222  1089  2324  2872  1408  3070  2478
9571,2858  2762  2987  318  648  924  3471  3418  1090  1207
9579,2959  2599  2683  2686  1960  2890  1172  3471  1584  912
9587,858  260  2683  1240  1394  1304  3361  2383  2382  3785
9599,2762  1196  541  2291  1291  2908  590  3471  858  1912
9605,2858  2961  3070  3527  2804  2657  288  1035  2881  2826
9613,2804  3752  3107  2144  2115  3247  3253  1270  551  2471
9619,2762  3751  3481  1374  1653  3745  733  3897  2140  1148
9625,1307  2797  539  2100  3526  1663  1304  2001  1909  1247
9627,1148  1580  2355  1223  223  1307  3751  551  673  3175
9633,2396  357  904  913  1207  912  1784  1252  2126  1276
9635,912  913  923  1748  1674  1219  750  1304  736  1556
9639,1556  653  1513  1676  344  3176  1200  457  223  3481
9647,2396  1374  3481  1376  2692  1240  1375  2115  2791  2572
9649,3751  1148  1266  2153  1094  3702  3481  1097  3868  2384
9653,1148  1223  2355  1208  2908  1959  1690  551  180  1246
9657,541  377  1278  1682  150  1240  1370  2916  648  3683
9667,858  318  1617  357  1674  246  1961  1408  908  2528
9671,260  1035  3535  2640  3751  368  3253  2153  509  2023
9675,2324  3247  357  2105  2857  329  2722  1256  3039  919
9681,260  1197  1196  1129  2054  1240  1917  2797  3785  1438
9697,1198  3753  919  3147  1028  2324  1374  1291  434  3408
9703,2028  919  318  1214  1193  912  2804  1266  1240  2288
9715,318  1198  1219  908  3471  904  903  1291  923  1396
9717,1197  1394  2193  1562  3535  1247  736  2640  1625  1645
9719,1617  1252  2692  1097  1347  1748  2094  1500  1136  2572
9721,1527  1193  3160  1732  3481  1381  95  3535  3624  2355
9723,1148  1912  1223  3751  1918  2100  1193  2369  736  1374
9733,318  2700  1580  1784  1193  2324  2706  1136  337  316
9739,1732  1193  1304  2064  1234  2355  457  1962  357  1965
9741,593  1258  1339  3499  1608  357  1219  2355  910  2100
9745,3742  923  1089  736  953  1248  2716  1394  1104  903
9753,858  2908  2064  1917  1307  1129  235  3238  1635  111
9757,1617  919  541  1717  903  2762  2617  2186  1079  908
9773,593  2959  318  1732  1278  1060  2371  1079  2064  1584
9775,2858  593  318  2291  590  1278  2949  1235  1037  2300
9777,3751  104  3396  3107  2470  2291  1266  3173  2502  968
9779,357  1247  2064  1246  1961  3448  1307  2150  608  1193
9781,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9783,1214  3481  2640  2288  2642  2643  2641  920  2455  3623
9789,593  3793  457  318  1625  1556  1129  1219  1339  1690
9791,3624  1077  1894  3247  2105  165  3386  1831  3300  368
9797,1387  1198  1089  1208  1266  2150  1965  377  590  1213
9799,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9801,1196  2858  260  1374  1917  1261  1376  1215  2194  1356
9805,2997  2599  1449  2908  2720  1517  1385  3543  3108  3160
9809,1387  2858  2716  2324  953  2640  1088  3471  2366  1500
9811,1304  908  1234  1276  151  904  1287  1258  3101  590
9813,1960  1235  3809  3104  235  1088  2064  1193  1777  2599
9817,2692  1247  2915  2640  1918  1079  1235  661  1952  1407
9819,1275  2021  2194  2617  592  316  353  3210  1416  1721
9831,1500  3185  2324  1275  1396  2723  1266  1307  1917  3785
9833,1965  3702  3033  1258  3545  3527  924  3418  1968  2657
9835,1196  2997  2628  1356  1291  1374  1278  1079  1148  1198
9839,260  1222  2723  913  2640  910  180  368  3361  1358
9845,1193  1207  849  1358  904  1339  1968  153  3253  1513
9847,608  3683  1394  111  2986  1252  1213  1882  3418  968
9853,1097  316  509  1876  104  1275  2393  1278  2826  653
9855,912  2657  1213  2302  1148  1956  1252  1304  1247  442
9857,908  904  903  2253  2797  3196  2150  1219  474  1136
9863,1197  608  223  1198  1394  1732  3147  1090  3361  111
9871,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9873,778  2908  2692  1635  1060  587  111  3386  2324  1587
9879,750  920  1252  2300  3481  1207  2302  2067  3363  2881
9897,318  1682  2717  1079  1207  1037  3004  1304  2023  2163
9899,1387  541  1266  904  2324  908  2968  1682  1304  903
9901,2710  1252  3897  2908  1617  1517  913  1381  1256  750
9907,1270  223  2716  2926  673  903  923  2011  3408  1247
9911,2858  924  1206  1222  912  1208  3362  1090  2599  1258
9915,2997  2723  1291  912  1136  1285  1356  1235  968  736
9927,593  260  912  2336  788  1694  1088  247  1200  3107
9941,2657  2961  485  1059  3545  1584  1136  1175  2797  2906
9945,2396  1207  2067  497  914  2021  1035  2011  3526  3082
9947,1097  196  2881  1407  2641  3033  1779  913  1396  1246
9955,2028  1206  1653  750  778  1090  2416  1416  3911  150
9961,924  2028  912  3175  1208  1394  2791  3809  1278  1500
9967,1252  593  2291  1617  800  913  541  3253  673  2572
9975,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
9983,2858  2289  3363  2100  2064  1527  919  2804  2572  1247
9987,1617  2762  1037  1748  253  457  1912  1252  435  172
9993,2723  368  3243  1527  2617  216  1500  2153  1968  1584
9995,1968  3210  2144  1090  1663  2915  2369  435  2145  2795
10003,541  908  1270  919  2716  2105  3717  1748  3070  920
10007,1517  3175  587  1784  1339  1215  1266  546  1968  3439
10009,2657  750  1207  1206  1957  2115  1196  1247  788  910
10019,3751  1242  3702  1407  2722  923  150  3868  1090  3257
10021,353  1148  3751  1223  3745  1748  1193  2700  2720  2490
10027,924  589  1584  908  904  903  913  1254  2054  2706
10033,260  1222  1090  1266  3107  3897  1676  2054  1242  2355
10041,1240  912  1252  1214  913  968  541  2288  587  2580
10047,3751  1148  1562  1256  1223  2997  3481  3809  2699  2028
10051,1196  3702  1197  377  1214  2716  780  953  1079  1287
10065,904  908  903  1219  2797  1240  2369  2986  3809  457
10083,1206  1285  1968  260  1261  3255  1246  2987  1302  1387
10091,2916  1213  3702  457  1266  2890  1215  923  908  3868
10097,2858  608  541  1291  1148  1223  1198  3751  1235  485
10107,912  3471  593  2599  1393  2987  2959  2686  2336  1831
10109,2987  2054  2193  2716  1376  2599  3108  3752  920  1296
10111,2396  2700  1617  1079  1304  357  1270  3450  1234  2763
10117,1358  3101  2713  1136  377  2455  678  3793  1748  1690
10119,3175  1148  1028  2064  1234  1223  1882  1965  1527  3396
10141,2028  457  1370  733  3256  165  474  736  1513  2797
10153,593  2710  923  1912  3424  904  903  1193  908  235
10161,919  497  3785  539  2300  353  1882  1028  3033  246
10181,1198  1721  1097  541  2716  3418  457  1408  595  3424
10191,2959  750  541  1278  1252  913  2393  1957  2706  800
10203,1200  260  1214  1222  551  457  1285  1090  1246  3033
10209,150  923  1917  1957  2243  648  1371  161  1784  318
10211,2424  539  1266  339  2692  3527  778  231  1207  3512
10217,919  1079  344  253  1586  1831  3545  1517  1635  3868
10223,913  2396  2455  1200  903  1393  904  1690  3471  2366
10227,3175  2291  588  595  3439  3624  3793  2716  3440  2455
10229,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10231,2858  2302  1584  1732  2011  2513  1608  1297  1247  2881
10237,2791  1278  3868  2792  3418  1042  3259  2081  1517  2391
10239,593  608  1234  2023  2288  1193  1376  1200  3363  1307
10241,1517  3052  2028  2324  344  457  2683  3868  2289  1213
10243,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10249,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10253,589  2094  2054  3210  2011  1291  1240  1748  908  1373
10255,1617  924  2353  661  551  2021  2194  2598  2081  2428
10257,260  924  150  1035  318  1278  1653  1089  733  1917
10259,750  912  3033  2273  2763  3468  2124  543  1247  920
10261,593  1197  1721  541  3101  1917  3527  1663  1258  3479
10267,2396  1213  1136  3751  2501  1080  3257  1291  2640  1089
10271,589  1198  1197  1196  1240  2683  2791  1617  1291  2115
10279,1196  260  750  357  3147  1580  3751  908  1663  2153
10287,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10295,593  1580  858  1784  2324  2302  1961  1252  1393  3897
10297,2966  2706  1358  2712  2699  1584  1608  2384  3763  1694
10305,1207  1580  1784  1196  1136  367  1247  2968  3504  3386
10313,1097  1148  1223  3751  903  1035  1968  2094  2797  3753
10315,2858  593  1196  3753  595  923  1674  2763  2081  1242
10323,589  2916  1690  3697  1266  3702  2692  3527  1407  2153
10325,1193  318  1358  2640  2797  3052  2424  1222  2502  1961
10327,2762  318  1090  150  231  1242  3535  2572  1358  2021
10329,2997  1278  912  3147  1256  3160  2791  1088  1219  2468
10341,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10351,2628  1275  673  1391  1079  1784  519  95  1222  3176
10353,1580  1784  2353  367  1393  968  778  2302  1196  2407
10355,2716  1394  235  551  923  3070  3751  1965  3504  2717
10357,3000  849  2140  1136  3159  1215  3745  2987  2122  1275
10363,1196  2804  2716  457  1608  1370  3210  2792  3256  2599
10365,2959  1617  2692  3386  3159  2005  165  2712  3160  2004
10367,223  2762  1387  2599  3481  1214  1500  778  1035  800
10369,1193  1208  2011  2021  595  1358  588  2987  904  1276
10371,1374  2640  1376  1394  3702  3683  1304  3147  1375  1957
10383,913  912  1284  1252  2355  750  3435  2664  1254  2826
10393,2001  913  2002  1307  2355  1918  3157  968  165  912
10397,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10399,589  588  595  2791  2369  1252  1291  1909  2186  1060
10405,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10423,2858  541  1219  908  968  3543  2396  1748  3082  1278
10433,541  457  1196  1097  2710  3751  1206  1240  3256  3499
10435,1200  2161  1214  1291  1275  1247  1562  2004  2140  2288
10437,2997  589  1676  1645  2193  1126  1222  1408  1080  541
10443,1270  908  2791  1240  924  1374  1302  1307  1234  1376
10453,2028  1544  2916  2617  2011  653  3809  2640  2692  1242
10457,2699  2722  3535  2468  1876  1882  923  357  968  2058
10461,1961  1094  2133  539  2300  3108  353  2288  1129  455
10471,2858  2628  589  1784  457  1909  1371  1372  2816  2572
10479,1500  3004  1394  1207  1544  2694  1136  1387  3052  3911
10483,1584  1921  3751  2105  2761  1513  1222  1388  3157  235
10487,1617  1252  1912  3160  1271  3148  2692  1635  141  3702
10491,2959  608  2997  2706  3160  3793  2329  2433  434  1391
10505,1196  3176  750  260  2959  736  2124  2028  3471  3255
10507,589  3702  161  1240  95  1732  2023  1060  150  1711
10509,1198  2628  923  1090  912  3593  2253  1391  908  3752
10521,2028  923  1242  1287  912  953  1129  2617  3435  1917
10529,750  2908  2872  3435  2664  913  3408  922  2021  2186
10531,1678  3108  1374  1912  968  3255  2881  1393  1405  2021
10543,2858  1197  912  2762  913  1374  1394  2797  2054  3147
10549,593  2959  1222  1358  1682  318  1090  434  590  3450
10553,1198  1304  1721  3176  1234  2916  1148  1252  2692  1080
10557,1307  357  1261  2100  2797  3418  1381  185  1513  2324
10559,2959  2253  3424  3450  2694  1645  551  2336  3439  3190
10561,1197  1721  1097  1270  1200  231  3253  788  543  2402
10563,2997  1270  1234  1391  1304  1028  551  2081  2080  2193
10565,2959  2987  3702  1291  2641  2640  1198  2424  592  2761
10567,318  1234  1378  1304  2692  1079  150  1982  1358  1136
10573,1394  2804  1291  1198  3361  2915  1285  457  2115  2144
10583,3160  2011  2160  3238  1517  1608  316  968  2147  1060
10591,2762  912  858  587  908  2402  172  1234  2694  1918
10597,1206  2455  2288  1965  1222  920  1690  1214  3471  2194
10599,589  1196  858  1206  1136  2384  1304  1148  904  3751
10603,1584  2628  1748  2572  466  3717  3745  587  3386  1028
10617,2336  2021  1213  778  2324  2333  316  1090  3785  2686
10625,3095  435  1952  1876  2302  587  1276  2455  2424  1653
10629,2858  2324  913  912  1909  3285  2857  1284  3334  3646
10631,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10645,2858  1196  2987  913  1252  3504  2761  2289  2336  910
10655,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10657,1035  1094  919  1207  923  1219  953  1285  2064  903
10661,1270  457  1246  1961  1608  2915  1371  2133  1381  1894
10665,2858  3408  595  1035  2763  1247  1198  1912  2572  1242
10669,589  1097  858  1517  1291  2064  1090  1960  1222  111
10677,593  1617  1198  1206  2194  1291  266  1208  420  1732
10693,2762  3160  1653  2908  1580  2959  2502  2353  2706  509
10701,920  1035  2478  1247  2094  1129  3697  2153  750  198
10705,2028  1196  1193  3471  260  2640  904  2021  1912  2797
10715,1291  2005  2908  1339  648  592  2115  3175  1278  2643
10719,2628  1196  260  95  1907  2881  543  2421  1921  3745
10731,1732  589  2391  1222  318  1408  3147  1921  1200  3809
10741,2858  2997  1193  318  2804  1732  1213  541  3785  1148
10745,1136  3408  1080  1500  196  2581  3000  1784  1276  1242
10751,223  1374  1090  1376  2872  1200  1222  2081  1405  3702
10755,1304  1276  898  1234  953  2804  912  165  3481  2617
10773,2762  260  1394  1407  3418  1608  2291  2289  2692  1552
10775,1198  1291  1148  1912  1396  1296  2011  1240  260  2720
10779,260  608  1079  1278  1242  2023  1196  1960  1291  3535
10783,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10785,858  3160  111  1304  1213  1276  1198  1358  678  1674
10789,2762  2997  908  903  904  353  2692  2150  1994  1690
10803,1291  595  3753  1222  2005  2081  923  1080  318  2762
10813,3175  1278  1982  2692  2423  1717  1376  968  1129  1974
10825,589  2959  2916  2329  3108  3408  1136  3354  2253  1965
10827,2791  3527  1258  104  2423  1625  3386  2478  1261  3253
10841,318  3753  2248  150  2804  104  1291  3424  968  497
10843,1617  2324  1080  3535  922  2109  551  1136  2761  2527
10845,593  318  150  1252  1678  1242  2641  910  1207  1079
10847,2762  1136  1784  1080  3396  1358  3450  1206  2908  1374
10851,1961  1196  2916  1917  788  1100  588  2424  2115  1242
10857,2858  1246  1285  2424  3448  3108  1035  3070  1266  1235
10873,1097  1136  858  919  2336  800  1968  2028  2826  2912
10879,1748  266  2355  1307  590  1208  737  541  3100  367
10883,2858  2762  1358  2580  318  223  3897  678  1635  2384
10885,589  1097  260  1527  919  1193  1584  2424  1376  1711
10893,2858  3108  1035  1591  2065  260  3471  2987  1690  348
10899,260  593  1200  3793  1148  1035  1513  497  1223  3751
10901,541  912  1304  1234  1278  2502  1222  2428  913  2011
10909,2396  318  2762  1721  2959  1779  2890  3424  104  1876
10911,2289  1711  235  3504  3210  2115  2816  1035  3471  2915
10913,1214  1200  608  1580  1206  1291  648  457  1732  968
10925,1208  1207  594  1193  1276  858  910  904  1387  1148
10955,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10957,1617  1197  1252  1198  593  3044  2194  1234  1917  2692
10959,1035  1197  2706  1247  914  953  1028  920  1207  648
10961,2959  3175  3082  2890  1722  2336  2273  2826  1028  2478
10965,2858  2396  608  551  3108  2336  661  1960  2081  265
10969,260  2028  1035  1376  953  1356  1088  235  1089  1198
10975,1196  2692  1258  3499  1994  2694  2324  1682  508  3108
10977,1213  3448  1246  2641  1193  592  3039  3624  231  2289
10981,858  1213  1968  590  1393  3108  778  1307  587  3753
10985,2396  2858  2028  1394  2599  1089  1291  2683  2761  1584
10989,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
10999,3952  1401  1405  1406  1407  1408  1409  1412  1413  1414
11003,2997  1721  908  904  1035  903  1408  1748  1805  2598
11005,2858  2723  367  3450  1513  1129  2147  546  3285  2701
11011,3052  2161  2694  1407  2005  924  2140  3793  1247  1732
11027,3082  3534  1722  788  2763  3717  2126  3254  1959  3408
11031,1580  2763  3257  1586  2273  3705  3911  1831  2253  2605
